,OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,Fireplaces,GarageYrBlt,GarageCars,GarageArea,MSZoning,Neighborhood,BsmtQual,BsmtFinType1,CentralAir,GarageType,SalePrice
895,6,1963,1963,780,983,1796,1,1963.0,2,483,RL,NAmes,TA,BLQ,Y,Attchd,11.84939770159144
896,4,1936,1950,951,951,951,0,1936.0,1,327,RM,IDOTRR,TA,ALQ,N,Detchd,11.575900264131617
897,5,1979,1979,0,1120,2240,0,1979.0,2,528,RL,SawyerW,No,No,Y,Detchd,11.870271183889114
898,9,2009,2010,2330,2364,2364,2,2009.0,3,820,RL,NridgHt,Ex,GLQ,Y,Attchd,13.323926946863102
899,5,1961,1994,912,1236,1236,1,1961.0,1,288,RL,Sawyer,TA,BLQ,Y,Attchd,11.813030057420567
900,4,1971,1971,858,858,858,0,1979.0,1,684,RL,NAmes,TA,ALQ,Y,Detchd,11.608235644774552
901,5,1957,2000,992,1306,1306,0,1968.0,1,756,RL,NAmes,TA,BLQ,Y,Detchd,11.938193200374572
902,7,2003,2003,783,807,1509,1,2003.0,2,393,RL,Gilbert,Gd,Unf,Y,Attchd,12.100712129872347
903,7,2006,2006,1670,1670,1670,1,2006.0,3,690,RL,Gilbert,Gd,Unf,Y,Attchd,12.388394202324129
904,5,1967,1967,876,902,902,0,1967.0,1,288,RL,Sawyer,TA,GLQ,Y,Attchd,11.740061037553975
905,5,1954,1954,1056,1063,1063,0,1954.0,1,280,RL,NAmes,TA,Rec,Y,Attchd,11.759785542901755
906,8,2006,2006,1623,1636,1636,1,2006.0,3,865,RL,Somerst,Gd,GLQ,Y,Attchd,12.449018824140563
907,7,1936,1987,1017,1020,2057,1,1936.0,1,180,RL,Crawfor,Gd,Rec,Y,Attchd,12.429216196844383
908,5,1983,1983,864,902,902,0,1983.0,2,484,RL,Mitchel,Gd,BLQ,Y,Attchd,11.782952602183288
909,6,2005,2005,742,742,1484,1,2005.0,2,390,RL,Gilbert,Gd,Unf,Y,Attchd,12.066810578196666
910,5,1960,1960,1105,1105,2274,0,1960.0,2,480,RL,NAmes,TA,Rec,Y,Detchd,11.946654038351252
911,5,1977,1989,1268,1268,1268,0,1978.0,1,252,RL,CollgCr,Gd,ALQ,Y,Detchd,11.874090314181814
912,5,1925,1950,768,1015,1015,0,1925.0,1,450,RM,BrkSide,TA,Rec,N,Detchd,11.385092093460344
913,5,1949,1950,1001,1001,2002,0,1949.0,3,871,RH,Crawfor,TA,BLQ,N,2Types,11.884489021402711
914,6,2009,2009,612,612,1224,0,2009.0,2,528,FV,Somerst,Gd,GLQ,Y,Detchd,12.065274916913605
915,4,1970,1970,546,546,1092,0,1970.0,1,286,RM,MeadowV,TA,Unf,Y,Attchd,11.225243392518447
916,2,1949,1950,480,480,480,0,1958.0,1,308,C (all),IDOTRR,TA,BLQ,N,Detchd,10.47194980911048
917,4,1956,1956,1134,1229,1229,0,1956.0,1,284,RL,Edwards,TA,ALQ,Y,Attchd,11.813030057420567
918,7,1991,1991,1104,912,2127,1,1991.0,3,833,RL,SawyerW,Ex,BLQ,Y,Attchd,12.380025952653611
919,6,1958,2002,1184,1414,1414,1,1990.0,2,601,RL,NAmes,Gd,ALQ,Y,Attchd,12.081076155355488
920,6,1994,1994,928,936,1721,0,1994.0,2,471,RL,SawyerW,Gd,GLQ,Y,Attchd,12.211060187041213
921,5,1900,2003,1272,1272,2200,0,1978.5061638868744,0,0,RL,Edwards,TA,ALQ,Y,No,11.890676734510876
922,6,2005,2006,1316,1316,1316,1,2005.0,2,397,RL,Gilbert,Gd,GLQ,Y,Attchd,12.043494890772815
923,6,1993,1994,1604,1617,1617,1,1993.0,2,533,RL,SawyerW,Gd,LwQ,Y,Attchd,12.170445467887022
924,6,1980,1980,1686,1686,1686,1,1980.0,2,612,RL,NWAmes,Gd,BLQ,Y,Attchd,12.24288661865289
925,5,1977,1977,1126,1126,1126,0,1977.0,2,540,RL,NWAmes,Gd,ALQ,Y,Attchd,12.072541252905651
926,8,2003,2004,1181,1234,2374,1,2003.0,3,656,RL,NridgHt,Gd,Unf,Y,BuiltIn,12.560244459250788
927,7,1968,1968,832,1098,1978,1,1968.0,2,486,RL,NWAmes,TA,BLQ,Y,Attchd,12.078239274020289
928,8,2001,2001,1753,1788,1788,1,2001.0,2,522,RL,CollgCr,Gd,Unf,Y,Attchd,12.373703486914124
929,7,1997,1997,964,993,2236,1,1997.0,2,642,RL,Gilbert,Gd,Unf,Y,BuiltIn,12.310432660854417
930,8,2007,2007,1466,1466,1466,0,2007.0,3,610,RL,Timber,Gd,GLQ,Y,Attchd,12.211060187041213
931,5,1965,1965,925,925,925,0,1965.0,1,429,RL,NAmes,TA,BLQ,Y,Detchd,11.67419361256635
932,9,2006,2006,1905,1905,1905,1,2006.0,3,788,RL,Somerst,Ex,Unf,Y,Attchd,12.676076274775909
933,7,2004,2004,1500,1500,1500,0,2004.0,2,570,RL,CollgCr,Gd,GLQ,Y,Attchd,12.154779351142624
934,7,1960,2007,585,2069,2069,1,1960.0,2,505,RL,NAmes,Gd,GLQ,Y,Attchd,12.396693005138824
935,4,1926,1953,600,747,747,0,1953.0,2,528,RL,BrkSide,Fa,Unf,Y,Detchd,11.288531131754366
936,7,2003,2003,1176,1200,1200,0,2003.0,2,555,RL,SawyerW,Gd,GLQ,Y,Attchd,12.127570417375216
937,7,2005,2005,1113,1113,1971,1,2005.0,2,689,RL,Somerst,Gd,GLQ,Y,Attchd,12.441144767709657
938,7,2006,2006,1391,1391,1962,0,2006.0,3,868,RL,CollgCr,Gd,GLQ,Y,Attchd,12.38755635142507
939,7,1940,1950,1032,1207,2403,2,1940.0,1,349,RL,ClearCr,TA,Unf,Y,Attchd,12.406561506279576
940,6,1976,1976,1728,1728,1728,0,1976.0,2,574,RL,Mitchel,TA,Rec,Y,Attchd,11.924372644755941
941,7,1999,1999,992,1022,2060,1,1999.0,2,390,RL,Gilbert,Gd,ALQ,Y,BuiltIn,12.273731294003989
942,4,1977,1977,1440,1440,1440,0,1978.5061638868744,0,0,RL,Edwards,Gd,GLQ,Y,No,11.918390573078392
943,5,1967,1967,1632,1632,1632,0,1967.0,2,576,RL,Mitchel,TA,Unf,Y,Attchd,11.870599909242044
944,6,1958,1958,819,1344,1344,1,1958.0,2,525,RL,Timber,TA,GLQ,Y,Basment,11.831379196088763
945,5,1890,1996,1088,1188,1869,0,1963.0,2,456,RM,OldTown,TA,LwQ,Y,Detchd,11.73526869611367
946,5,1959,1959,1144,1144,1144,1,1959.0,1,796,RL,NAmes,TA,ALQ,Y,Attchd,11.870599909242044
947,8,2002,2003,1616,1629,1629,1,2002.0,3,808,RL,Timber,Gd,GLQ,Y,Attchd,12.506177237980511
948,7,2002,2002,936,936,1776,1,2002.0,2,474,RL,CollgCr,Gd,Unf,Y,Attchd,12.167851432709975
949,6,1972,2006,1161,1381,1381,1,1972.0,2,676,RL,NWAmes,TA,ALQ,Y,Attchd,12.193493863323313
950,5,1950,2002,864,864,864,0,1980.0,2,720,RL,NAmes,TA,ALQ,Y,Detchd,11.76756768334381
951,5,1965,1965,828,965,965,0,1979.0,1,300,RH,SawyerW,TA,BLQ,Y,Detchd,11.694413341015606
952,5,1972,2003,768,768,768,0,1974.0,1,396,RL,CollgCr,Gd,GLQ,Y,Detchd,11.804848531679264
953,5,1969,1969,784,1168,1968,1,1969.0,2,530,RL,Mitchel,TA,ALQ,Y,Attchd,12.05524975579559
954,6,1975,1975,945,980,980,0,1978.5061638868744,0,0,RL,Edwards,Gd,GLQ,Y,No,11.755871643580617
955,6,1946,1950,979,979,1958,0,1946.0,2,492,RH,Crawfor,Gd,Rec,N,Attchd,11.884489021402711
956,6,1980,1980,561,561,1229,1,1980.0,2,462,RM,Blueste,Gd,ALQ,Y,Attchd,11.728036844587175
957,5,1962,1962,1057,1057,1057,0,1977.0,2,576,RL,Sawyer,TA,Rec,Y,Detchd,11.790557201568507
958,7,2003,2003,1337,1337,1337,0,2003.0,2,531,RL,CollgCr,Gd,GLQ,Y,Attchd,12.128111104060462
959,7,1999,1999,696,696,1416,0,1999.0,2,484,FV,Somerst,Gd,ALQ,Y,Detchd,11.951180395901384
960,5,1958,2008,858,858,858,0,1978.5061638868744,0,0,RL,BrkSide,TA,BLQ,Y,No,11.665646551987892
961,6,1977,1995,1330,1542,2872,1,1977.0,2,619,RL,NWAmes,Gd,ALQ,Y,Attchd,12.513557345278134
962,6,1976,1976,804,804,1548,1,1976.0,2,440,RL,NPkVill,Gd,ALQ,Y,Detchd,11.951180395901384
963,9,2007,2007,1800,1800,1800,0,2007.0,2,702,RL,CollgCr,Ex,Unf,Y,Attchd,12.384218830913648
964,7,2002,2003,817,824,1894,1,2002.0,2,510,RL,Timber,Gd,GLQ,Y,BuiltIn,12.277928082630602
965,6,2005,2007,783,783,1484,1,2005.0,2,393,RL,Gilbert,Gd,Unf,Y,Attchd,12.09458226949681
966,5,1940,1950,728,976,1308,2,1940.0,1,256,RL,Crawfor,TA,Rec,Y,Detchd,11.982929094215963
967,5,1955,1955,1098,1098,1098,0,1955.0,1,260,RL,NAmes,TA,ALQ,Y,Attchd,11.813030057420567
968,3,1910,1950,600,600,968,0,1978.5061638868744,0,0,RM,OldTown,TA,Unf,N,No,10.542706391070517
969,6,1958,1958,588,1095,1095,0,1958.0,1,264,RL,NAmes,TA,ALQ,Y,Attchd,11.84939770159144
970,4,1949,1950,720,720,1192,0,1978.5061638868744,0,0,RL,NAmes,TA,Unf,N,No,11.813030057420567
971,7,2003,2004,764,764,1626,0,2003.0,2,474,RL,NridgHt,Gd,GLQ,Y,BuiltIn,12.061046873479915
972,6,1979,1979,918,918,918,1,1979.0,1,264,RL,SawyerW,Gd,Unf,Y,Attchd,11.507912923146684
973,7,2007,2008,1428,1428,1428,0,2007.0,2,480,FV,Somerst,Gd,Unf,Y,Attchd,12.111761966058932
974,7,1910,1993,728,1136,2019,0,1997.0,2,532,RL,BrkSide,Gd,Unf,N,Detchd,12.028738630247258
975,7,2000,2000,673,673,1382,0,2000.0,2,490,FV,Somerst,Gd,GLQ,Y,Detchd,12.013700752882718
976,4,1923,1958,440,869,869,0,1978.5061638868744,0,0,RL,BrkSide,Gd,Unf,Y,No,11.356271654924852
977,7,2006,2007,1241,1241,1241,0,2007.0,2,569,FV,Somerst,Gd,GLQ,Y,Attchd,12.205572520488492
978,4,1954,1954,894,894,894,0,1999.0,2,400,RL,Edwards,TA,LwQ,Y,Detchd,11.608235644774552
979,5,1963,1963,1121,1121,1121,0,1963.0,2,480,RL,Sawyer,TA,Rec,Y,Detchd,11.842229212112828
980,7,1961,2007,944,999,999,0,1961.0,2,588,RL,NAmes,TA,ALQ,Y,Attchd,12.091783499128047
981,8,1998,1999,1225,1276,2612,1,1998.0,3,676,RL,NoRidge,Gd,GLQ,Y,Attchd,12.724866438945341
982,7,2007,2007,1266,1266,1266,1,2007.0,2,388,RL,Blmngtn,Gd,Unf,Y,Attchd,11.982272628789678
983,8,2002,2002,1128,1149,2290,1,2002.0,2,779,RL,CollgCr,Gd,Unf,Y,Attchd,12.45254202214788
984,5,1977,1977,0,1302,1734,0,1977.0,2,539,RL,Mitchel,No,No,Y,Attchd,11.744037185933616
985,5,1950,1950,1164,1164,1164,0,1950.0,1,240,RL,Edwards,TA,ALQ,N,Detchd,11.736069016284437
986,6,1910,2003,485,1001,1635,0,1950.0,1,255,RM,OldTown,TA,Unf,Y,Attchd,11.669929213779893
987,9,2009,2010,1930,1940,1940,1,2010.0,3,606,RL,NridgHt,Ex,GLQ,Y,Attchd,12.88712700173598
988,6,1976,1976,848,1118,2030,1,1976.0,2,551,RL,NWAmes,TA,LwQ,Y,Attchd,12.180754837545884
989,7,2006,2006,770,778,1576,0,2006.0,2,614,FV,Somerst,Gd,Unf,Y,Attchd,12.190959007720126
990,8,1997,1998,1396,1407,2392,1,1997.0,3,870,RL,NoRidge,Gd,GLQ,Y,Attchd,12.759957758756611
991,8,1882,1986,916,916,1742,1,1925.0,2,424,RM,OldTown,TA,BLQ,Y,Attchd,12.031719258385396
992,6,1964,1993,822,1020,1851,1,1964.0,2,440,RL,NAmes,TA,BLQ,Y,Attchd,12.138863895836725
993,6,2005,2006,750,750,1500,0,2005.0,2,564,RL,CollgCr,Gd,Unf,Y,Attchd,12.066235700342375
994,10,2006,2007,1700,1718,1718,1,2008.0,3,786,RL,NridgHt,Ex,GLQ,Y,Attchd,12.729320789294722
995,4,1946,1950,747,774,1230,0,1946.0,1,305,RL,BrkSide,TA,ALQ,Y,Detchd,11.708492248514204
996,5,1961,1961,1050,1050,1050,0,1961.0,1,368,RL,NAmes,TA,Rec,Y,Attchd,11.824079893607152
997,6,1970,1970,1442,1442,1442,1,1970.0,2,615,RL,NWAmes,TA,Unf,Y,Attchd,12.128111104060462
998,3,1922,1950,1007,1077,1077,1,1922.0,1,210,RM,IDOTRR,TA,Unf,N,Detchd,11.418614785498987
999,7,2006,2006,1187,1208,1208,0,2006.0,2,632,RL,CollgCr,Gd,GLQ,Y,Attchd,12.235631447771718
1000,3,1952,1952,0,944,944,0,1956.0,2,528,RL,Edwards,No,No,N,Detchd,11.314474526246391
1001,5,1920,1950,691,691,691,0,1920.0,1,216,RL,OldTown,Fa,Unf,Y,Detchd,11.362102575235644
1002,8,2006,2006,1574,1574,1574,1,2006.0,3,824,RL,Somerst,Gd,GLQ,Y,Attchd,12.354492650648448
1003,5,1976,1976,1680,1680,1680,0,1976.0,2,528,RL,NWAmes,TA,Unf,Y,Detchd,11.827042533619087
1004,7,2005,2006,1346,1504,1504,1,2005.0,2,457,RL,Blmngtn,Gd,GLQ,Y,Attchd,12.106252310247962
1005,5,1977,1977,985,985,985,0,1977.0,1,328,RL,CollgCr,Gd,GLQ,Y,Attchd,11.917723684090689
1006,6,1970,1970,1657,1657,1657,1,1970.0,2,484,RL,NAmes,Gd,LwQ,Y,Attchd,12.004568269319446
1007,4,1970,1970,546,546,1092,0,1970.0,1,286,RM,MeadowV,TA,BLQ,Y,Attchd,11.385092093460344
1008,7,2004,2005,1710,1710,1710,1,2004.0,2,550,RL,Mitchel,Ex,Unf,Y,Attchd,12.388394202324129
1009,5,1926,1950,1008,1008,1522,0,1978.5061638868744,0,0,RL,SWISU,TA,Unf,Y,No,11.532728092266408
1010,5,1948,1950,720,720,1271,1,1948.0,1,312,RL,Sawyer,TA,Unf,Y,Attchd,11.813030057420567
1011,5,1965,1965,0,1664,1664,0,1978.5061638868744,0,0,RL,Edwards,No,No,N,No,11.512925464970229
1012,6,1923,1996,602,900,1502,2,1923.0,1,180,RL,Crawfor,TA,Unf,Y,Detchd,12.013700752882718
1013,5,1910,2006,1022,1022,1022,0,1956.0,1,280,RM,OldTown,TA,ALQ,N,Detchd,11.350406535472453
1014,6,1948,1950,1082,1082,1082,1,1948.0,1,240,RL,NAmes,TA,BLQ,Y,Detchd,11.688558033613386
1015,8,2001,2001,810,810,1665,0,2001.0,2,528,RL,NWAmes,Gd,GLQ,Y,Attchd,12.332705296463539
1016,7,1996,1996,1504,1504,1504,1,1996.0,2,478,RL,CollgCr,Gd,GLQ,Y,Attchd,12.220961258023925
1017,8,1984,1984,1220,1360,1360,1,1984.0,2,565,RL,StoneBr,Gd,GLQ,Y,Attchd,12.141534124392603
1018,7,1991,1992,384,802,1472,1,1991.0,2,402,RL,Gilbert,Gd,Unf,Y,Attchd,11.982929094215963
1019,7,2005,2005,1362,1506,1506,1,2005.0,2,440,RL,Blmngtn,Gd,GLQ,Y,Attchd,12.27134527214637
1020,4,2005,2005,1132,1132,1132,0,2005.0,2,451,RL,Edwards,Gd,GLQ,Y,Attchd,12.078239274020289
1021,7,2006,2006,1199,1220,1220,0,2006.0,2,632,RL,CollgCr,Gd,GLQ,Y,Attchd,12.175613438045465
1022,5,1930,1950,912,912,1248,0,1957.0,1,160,RM,OldTown,TA,LwQ,Y,Detchd,11.37366339763672
1023,7,2005,2006,1346,1504,1504,1,2005.0,2,437,RL,Blmngtn,Gd,GLQ,Y,Attchd,12.160028707028767
1024,8,1976,1976,1565,2898,2898,1,1976.0,2,665,RL,Timber,Gd,ALQ,Y,Attchd,12.567237494741757
1025,5,1972,1972,882,882,882,0,1980.0,2,461,RL,CollgCr,TA,LwQ,Y,Detchd,11.630708500626612
1026,5,1960,1960,1268,1264,1264,2,1960.0,2,461,RL,NAmes,TA,Rec,Y,Attchd,12.028738630247258
1027,8,2007,2008,1638,1646,1646,1,2008.0,3,800,RL,Timber,Gd,GLQ,Y,Attchd,12.588190652108505
1028,5,1941,1950,768,968,1376,1,1941.0,1,240,RL,NAmes,TA,Rec,Y,Attchd,11.56171562913966
1029,6,1972,1972,672,672,1218,0,1972.0,1,264,RM,BrDale,TA,BLQ,Y,Detchd,11.678439903447801
1030,5,1916,1995,686,948,1928,0,1978.5061638868744,0,0,RH,SWISU,TA,Unf,Y,No,11.982929094215963
1031,7,1920,1970,824,1687,3082,2,1970.0,2,672,RL,SWISU,TA,GLQ,Y,Basment,12.190959007720126
1032,8,1993,1993,1338,1352,2520,1,1993.0,3,796,RL,NoRidge,Gd,GLQ,Y,Attchd,12.644327576461329
1033,7,2002,2002,1654,1654,1654,0,2002.0,3,900,RL,CollgCr,Gd,GLQ,Y,Attchd,12.345834587905333
1034,5,1938,1950,920,954,954,1,1938.0,1,240,RL,Crawfor,Fa,Unf,Y,Basment,11.693161515273161
1035,4,1957,1957,0,845,845,0,1957.0,1,290,RL,Edwards,No,No,N,Detchd,11.33857207782545
1036,9,2007,2008,1620,1620,1620,1,2008.0,3,912,RL,Timber,Ex,GLQ,Y,Attchd,12.661913960963405
1037,8,2001,2002,1055,1055,2263,1,2001.0,2,905,RL,CollgCr,Gd,Unf,Y,BuiltIn,12.567237494741757
1038,4,1970,2008,546,798,1344,1,1978.5061638868744,0,0,RM,MeadowV,TA,Unf,Y,No,11.48246625748552
1039,4,1970,1970,630,630,630,0,1970.0,1,286,RM,MeadowV,Gd,GLQ,Y,Attchd,11.289781913656018
1040,5,1957,2000,1134,1803,1803,1,1957.0,2,484,RL,Sawyer,TA,Rec,Y,Attchd,11.951180395901384
1041,6,1966,2000,800,800,1632,0,1966.0,2,484,RL,NWAmes,TA,GLQ,Y,Attchd,12.061046873479915
1042,6,2005,2005,1306,1306,1306,1,2005.0,2,624,RL,NridgHt,Gd,ALQ,Y,Attchd,12.185869938212655
1043,7,1990,1990,1475,1532,2329,1,1990.0,2,514,RL,SawyerW,Gd,GLQ,Y,Attchd,12.477167914377556
1044,8,1981,1981,2524,2524,2524,1,1981.0,2,542,RL,NWAmes,Gd,ALQ,Y,Attchd,12.535376392672774
1045,3,1955,1955,0,1733,1733,1,1955.0,2,452,RL,Edwards,No,No,Y,Attchd,11.84653646931041
1046,9,2005,2006,1992,1992,2868,1,2005.0,3,716,RL,StoneBr,Ex,GLQ,Y,BuiltIn,13.229567991666638
1047,5,1994,1995,990,990,990,0,1996.0,2,672,RL,CollgCr,Gd,GLQ,Y,Detchd,11.884489021402711
1048,5,1960,2006,0,1771,1771,1,1960.0,2,336,RL,Mitchel,No,No,Y,Attchd,11.652687407345388
1049,4,1946,2006,0,930,930,0,1946.0,1,308,RL,Edwards,No,No,Y,Detchd,11.349229372299439
1050,7,2007,2007,1302,1302,1302,0,2007.0,2,436,RL,Gilbert,Gd,Unf,Y,Attchd,12.080991165908294
1051,7,2007,2007,1316,1316,1316,1,2007.0,2,440,RL,CollgCr,Gd,Unf,Y,Attchd,12.206777397134413
1052,6,1964,1978,816,1127,1977,1,1964.0,2,540,RL,NAmes,TA,Rec,Y,Attchd,12.013700752882718
1053,5,1957,2002,1216,1526,1526,1,1957.0,1,364,RL,Edwards,TA,Rec,Y,Basment,11.881034786534624
1054,8,2002,2002,1065,1091,1989,1,2002.0,2,586,RL,CollgCr,Gd,GLQ,Y,Attchd,12.449018824140563
1055,6,1976,1976,1193,1523,1523,1,1976.0,2,478,RL,NWAmes,Gd,ALQ,Y,Attchd,12.100712129872347
1056,7,2005,2005,1364,1364,1364,1,2005.0,2,484,RL,NridgHt,Gd,GLQ,Y,Attchd,12.132695175725399
1057,7,1994,1994,973,979,1850,1,1994.0,2,467,RL,NoRidge,Gd,GLQ,Y,BuiltIn,12.421184025147118
1058,9,2008,2008,1104,1130,2184,1,2008.0,3,836,RL,NridgHt,Ex,GLQ,Y,Attchd,12.721885810807203
1059,6,1932,1950,854,1096,1991,1,1977.0,2,432,RL,Crawfor,TA,Rec,Y,Detchd,12.301382825334498
1060,8,2001,2001,1338,1338,1338,0,2001.0,2,582,RL,StoneBr,Gd,GLQ,Y,Attchd,12.271392111650817
1061,3,1935,1950,894,894,894,0,1994.0,3,1248,C (all),IDOTRR,TA,Unf,Y,Detchd,11.302204433654575
1062,5,1900,1950,662,1422,2337,0,1945.0,2,560,RM,OldTown,TA,Unf,N,Detchd,11.407564949312402
1063,6,1925,1980,1103,1103,1103,1,1976.0,2,440,RM,OldTown,TA,BLQ,Y,Detchd,11.612770799939945
1064,5,1966,1966,1154,1154,1154,1,1966.0,2,480,RL,NAmes,TA,BLQ,Y,Attchd,11.944707881395766
1065,7,1996,1997,1306,1306,2260,0,1996.0,2,533,RL,ClearCr,Ex,GLQ,Y,Attchd,12.70076888736628
1066,6,1993,1994,799,799,1571,1,1993.0,2,380,RL,Gilbert,Gd,Unf,Y,Attchd,12.089538829274222
1067,6,1964,1964,780,798,1611,0,1964.0,2,442,RL,NAmes,TA,GLQ,Y,Attchd,12.031123843065632
1068,6,1973,1973,942,1291,2521,1,1973.0,2,576,RM,MeadowV,Gd,ALQ,Y,Attchd,11.927680619985486
1069,5,1949,2003,845,893,893,0,1985.0,2,576,RL,NAmes,TA,ALQ,Y,Detchd,11.813030057420567
1070,5,1956,1956,1048,1048,1048,0,1956.0,1,286,RL,NAmes,TA,BLQ,Y,Attchd,11.813030057420567
1071,6,1968,1968,727,829,1556,0,1968.0,2,441,RL,NWAmes,TA,Rec,Y,Attchd,11.944707881395766
1072,5,1948,1950,810,1002,1456,1,1954.0,1,280,RL,Edwards,Fa,Unf,Y,Detchd,11.424094251263613
1073,6,1977,1977,690,698,1426,0,1977.0,2,440,RL,Edwards,TA,BLQ,Y,Attchd,11.979799201207037
1074,7,2006,2006,1240,1240,1240,0,2006.0,3,826,RL,CollgCr,Gd,Unf,Y,Attchd,12.175613438045465
1075,7,1940,1984,800,960,1740,2,1940.0,1,240,RL,Crawfor,TA,BLQ,Y,Attchd,12.299107511497363
1076,5,1936,1989,796,1096,1466,1,1950.0,2,566,RL,OldTown,Fa,ALQ,Y,Attchd,12.043553716032399
1077,5,1969,1969,1096,1096,1096,0,1969.0,1,299,RL,NAmes,TA,BLQ,Y,Attchd,11.840789327054841
1078,6,2004,2004,848,848,848,1,2004.0,2,420,RM,CollgCr,Gd,GLQ,Y,Attchd,11.956970055045868
1079,5,1994,1994,990,990,990,0,1996.0,1,299,RL,CollgCr,Gd,GLQ,Y,Attchd,11.744037185933616
1080,6,1971,2004,1258,1258,1258,0,1971.0,2,528,RL,NWAmes,TA,ALQ,Y,Attchd,11.884489021402711
1081,5,1963,1963,1040,1040,1040,0,1963.0,1,308,RL,Sawyer,TA,ALQ,Y,Attchd,11.79810440720389
1082,7,2002,2002,1459,1459,1459,1,2002.0,2,527,RL,CollgCr,Gd,Unf,Y,Attchd,12.165250651009918
1083,6,1964,1964,1251,1251,1251,2,1964.0,1,461,RL,NAmes,TA,BLQ,Y,Attchd,11.982929094215963
1084,6,1995,1996,691,691,1498,1,1995.0,2,409,RL,Gilbert,Gd,ALQ,Y,Attchd,12.141534124392603
1085,6,1992,1992,936,996,996,0,1992.0,2,564,RL,SawyerW,Gd,GLQ,Y,Attchd,11.898187865760873
1086,4,1973,1973,546,546,1092,0,1973.0,1,286,RM,MeadowV,TA,BLQ,Y,Attchd,11.332601910838946
1087,8,2005,2006,1082,1082,1953,1,2005.0,3,1043,FV,Somerst,Gd,Unf,Y,Attchd,12.437184366493561
1088,7,2004,2004,970,970,1709,0,2004.0,2,380,RM,Edwards,Gd,Unf,Y,Detchd,11.831379196088763
1089,8,2005,2005,1247,1247,1247,1,2005.0,2,550,FV,Somerst,Gd,GLQ,Y,Attchd,12.190959007720126
1090,3,1950,1950,0,1040,1040,0,1987.0,2,400,RL,NAmes,No,No,N,Detchd,11.439278924801929
1091,7,1999,2000,600,624,1252,0,1999.0,2,462,FV,Somerst,Gd,BLQ,Y,Detchd,11.982929094215963
1092,6,1925,1950,1181,1390,1694,1,1925.0,2,576,RL,SWISU,TA,Rec,Y,Detchd,11.824079893607152
1093,5,1965,1998,864,1200,1200,0,1977.0,2,884,RL,NAmes,TA,GLQ,Y,Detchd,11.891361900690473
1094,5,1956,2000,936,936,936,0,1956.0,1,308,RL,NAmes,TA,BLQ,Y,Attchd,11.76756768334381
1095,6,2006,2006,1314,1314,1314,1,2006.0,2,440,RL,CollgCr,Gd,GLQ,Y,Attchd,12.08069081199846
1096,6,1914,2006,684,773,1355,0,1978.5061638868744,0,0,RM,IDOTRR,TA,Unf,Y,No,11.751942365440728
1097,8,1986,1986,1074,1088,1088,0,1987.0,2,461,RL,StoneBr,Gd,Unf,Y,Attchd,12.043553716032399
1098,4,1936,1950,672,757,1324,0,1936.0,1,240,RM,BrkSide,TA,BLQ,Y,Detchd,11.759785542901755
1099,7,1978,1978,1271,1601,1601,1,1978.0,2,478,RL,NWAmes,Gd,ALQ,Y,Attchd,11.964001084330445
1100,2,1920,1950,290,438,438,0,1930.0,1,246,RL,SWISU,TA,Rec,N,Detchd,11.002099841204238
1101,5,1971,1971,950,950,950,0,1981.0,1,280,RL,NAmes,TA,BLQ,Y,Detchd,11.691071650353702
1102,5,1960,2002,1010,1134,1134,0,1960.0,1,254,RL,NAmes,TA,Rec,Y,Attchd,11.813030057420567
1103,6,1959,1959,655,1194,1194,1,1954.0,2,539,RL,NAmes,TA,ALQ,Y,BuiltIn,11.979799201207037
1104,5,1970,1970,630,630,1302,0,1970.0,2,440,RM,BrDale,TA,Unf,Y,Detchd,11.571194373094205
1105,8,1994,1995,1463,1500,2622,2,1994.0,2,712,RL,NoRidge,Ex,GLQ,Y,Attchd,12.691580461311874
1106,7,1990,1991,910,1442,1442,1,1990.0,2,719,RL,SawyerW,Gd,GLQ,Y,Attchd,12.100156419938624
1107,7,2006,2006,868,887,2021,1,2006.0,2,422,RL,Gilbert,Ex,Unf,Y,BuiltIn,12.523525876315125
1108,6,2000,2000,924,948,1690,1,2000.0,2,463,RL,Gilbert,Gd,Unf,Y,Attchd,12.106252310247962
1109,8,2004,2005,1836,1836,1836,1,2004.0,3,862,RL,NridgHt,Ex,GLQ,Y,Attchd,12.542544882151386
1110,6,1995,1996,773,773,1658,1,1995.0,2,431,RL,Gilbert,Gd,GLQ,Y,Attchd,12.144197241812087
1111,7,1976,1976,803,1098,1964,1,1976.0,2,483,RL,NWAmes,TA,ALQ,Y,Attchd,12.230765258120545
1112,5,1957,1957,816,816,816,0,1957.0,1,308,RL,NAmes,TA,GLQ,Y,Detchd,11.77452020265869
1113,5,1953,2006,1008,1008,1008,0,1953.0,1,240,RL,NAmes,TA,BLQ,Y,Attchd,11.809319478024031
1114,5,1954,2000,833,833,833,0,1955.0,1,326,RL,OldTown,TA,Rec,Y,Detchd,11.669929213779893
1115,8,2007,2007,1734,1734,1734,1,2007.0,3,928,RL,NridgHt,Ex,GLQ,Y,Attchd,12.669806661762314
1116,8,2002,2002,408,779,1419,1,2002.0,2,527,RL,Gilbert,Gd,GLQ,Y,BuiltIn,12.123234367221169
1117,5,1967,2003,894,894,894,0,1967.0,2,450,RL,Sawyer,TA,BLQ,Y,Attchd,11.77528972943772
